orig_index,id,path,label,status,reason,width,height
2087,002088.jpg,/data/meteorite-identification/train_images/002088.jpg,0,keep,,1920,1272
2088,002089.jpg,/data/meteorite-identification/train_images/002089.jpg,1,keep,,1080,1440
2089,002090.jpg,/data/meteorite-identification/train_images/002090.jpg,0,keep,,1920,1272
2090,002091.jpg,/data/meteorite-identification/train_images/002091.jpg,1,keep,,1080,1440
2091,002092.jpg,/data/meteorite-identification/train_images/002092.jpg,0,keep,,612,405
2092,002093.jpg,/data/meteorite-identification/train_images/002093.jpg,0,keep,,1024,680
2093,002094.jpg,/data/meteorite-identification/train_images/002094.jpg,1,keep,,800,600
2094,002095.jpg,/data/meteorite-identification/train_images/002095.jpg,1,keep,,1440,1080
2095,002096.jpg,/data/meteorite-identification/train_images/002096.jpg,1,keep,,640,480
2096,002097.jpg,/data/meteorite-identification/train_images/002097.jpg,1,keep,,1080,1440
2097,002098.jpg,/data/meteorite-identification/train_images/002098.jpg,0,keep,,1920,1272
2098,002099.jpg,/data/meteorite-identification/train_images/002099.jpg,0,keep,,1920,1272
2099,002100.jpg,/data/meteorite-identification/train_images/002100.jpg,0,keep,,1920,1272
2100,002101.jpg,/data/meteorite-identification/train_images/002101.jpg,1,keep,,1080,1440
2101,002102.jpg,/data/meteorite-identification/train_images/002102.jpg,0,keep,,300,229
2102,002103.jpg,/data/meteorite-identification/train_images/002103.jpg,0,keep,,750,623
2103,002104.jpg,/data/meteorite-identification/train_images/002104.jpg,1,keep,,1440,1080
2104,002105.jpg,/data/meteorite-identification/train_images/002105.jpg,0,keep,,800,600
2105,002106.jpg,/data/meteorite-identification/train_images/002106.jpg,1,keep,,1080,1440
2106,002107.jpg,/data/meteorite-identification/train_images/002107.jpg,1,keep,,800,800
2107,002108.jpg,/data/meteorite-identification/train_images/002108.jpg,1,keep,,800,594
2108,002109.jpg,/data/meteorite-identification/train_images/002109.jpg,1,keep,,800,800
2109,002110.jpg,/data/meteorite-identification/train_images/002110.jpg,0,keep,,1920,1272
2110,002111.jpg,/data/meteorite-identification/train_images/002111.jpg,0,keep,,529,328
2111,002112.jpg,/data/meteorite-identification/train_images/002112.jpg,0,keep,,700,467
2112,002113.jpg,/data/meteorite-identification/train_images/002113.jpg,1,keep,,1200,1200
2113,002114.jpg,/data/meteorite-identification/train_images/002114.jpg,0,keep,,700,462
2114,002115.jpg,/data/meteorite-identification/train_images/002115.jpg,0,keep,,1024,680
2115,002116.jpg,/data/meteorite-identification/train_images/002116.jpg,1,keep,,608,455
2116,002117.jpg,/data/meteorite-identification/train_images/002117.jpg,1,drop,too_large(>4096),4896,3672
2117,002118.jpg,/data/meteorite-identification/train_images/002118.jpg,1,keep,,1080,1440
2118,002119.jpg,/data/meteorite-identification/train_images/002119.jpg,0,keep,,612,406
2119,002120.jpg,/data/meteorite-identification/train_images/002120.jpg,0,keep,,1440,1920
2120,002121.jpg,/data/meteorite-identification/train_images/002121.jpg,1,keep,,800,600
2121,002122.jpg,/data/meteorite-identification/train_images/002122.jpg,1,keep,,802,836
2122,002123.jpg,/data/meteorite-identification/train_images/002123.jpg,1,keep,,400,296
2123,002124.jpg,/data/meteorite-identification/train_images/002124.jpg,1,keep,,3264,2448
2124,002125.jpg,/data/meteorite-identification/train_images/002125.jpg,1,keep,,800,576
2125,002126.jpg,/data/meteorite-identification/train_images/002126.jpg,1,keep,,800,600
2126,002127.jpg,/data/meteorite-identification/train_images/002127.jpg,1,keep,,800,490
2127,002128.jpg,/data/meteorite-identification/train_images/002128.jpg,1,keep,,1080,1440
2128,002129.jpg,/data/meteorite-identification/train_images/002129.jpg,1,keep,,640,480
2129,002130.jpg,/data/meteorite-identification/train_images/002130.jpg,0,keep,,250,202
2130,002131.jpg,/data/meteorite-identification/train_images/002131.jpg,0,keep,,679,566
2131,002132.jpg,/data/meteorite-identification/train_images/002132.jpg,0,keep,,612,408
2132,002133.jpg,/data/meteorite-identification/train_images/002133.jpg,1,keep,,1080,1440
2133,002134.jpg,/data/meteorite-identification/train_images/002134.jpg,1,keep,,1080,1440
2134,002135.jpg,/data/meteorite-identification/train_images/002135.jpg,1,keep,,1080,1440
2135,002136.jpg,/data/meteorite-identification/train_images/002136.jpg,0,keep,,692,397
2136,002137.jpg,/data/meteorite-identification/train_images/002137.jpg,1,keep,,318,433
2137,002138.jpg,/data/meteorite-identification/train_images/002138.jpg,1,keep,,400,300
2138,002139.jpg,/data/meteorite-identification/train_images/002139.jpg,1,keep,,210,136
2139,002140.jpg,/data/meteorite-identification/train_images/002140.jpg,0,keep,,232,140
2140,002141.jpg,/data/meteorite-identification/train_images/002141.jpg,0,keep,,1920,1272
2141,002142.jpg,/data/meteorite-identification/train_images/002142.jpg,0,keep,,612,360
2142,002143.jpg,/data/meteorite-identification/train_images/002143.jpg,1,keep,,600,450
2143,002144.jpg,/data/meteorite-identification/train_images/002144.jpg,0,keep,,360,218
2144,002145.jpg,/data/meteorite-identification/train_images/002145.jpg,1,keep,,800,800
2145,002146.jpg,/data/meteorite-identification/train_images/002146.jpg,1,keep,,275,208
2146,002147.jpg,/data/meteorite-identification/train_images/002147.jpg,1,keep,,538,480
2147,002148.jpg,/data/meteorite-identification/train_images/002148.jpg,1,keep,,3264,2448
2148,002149.jpg,/data/meteorite-identification/train_images/002149.jpg,0,keep,,1024,680
2149,002150.jpg,/data/meteorite-identification/train_images/002150.jpg,0,keep,,700,554
2150,002151.jpg,/data/meteorite-identification/train_images/002151.jpg,0,keep,,612,408
2151,002152.jpg,/data/meteorite-identification/train_images/002152.jpg,1,keep,,800,800
2152,002153.jpg,/data/meteorite-identification/train_images/002153.jpg,0,keep,,1920,1272
2153,002154.jpg,/data/meteorite-identification/train_images/002154.jpg,0,keep,,870,580
2154,002155.jpg,/data/meteorite-identification/train_images/002155.jpg,1,keep,,640,480
2155,002156.jpg,/data/meteorite-identification/train_images/002156.jpg,1,keep,,800,600
2156,002157.jpg,/data/meteorite-identification/train_images/002157.jpg,1,keep,,698,790
2157,002158.jpg,/data/meteorite-identification/train_images/002158.jpg,1,keep,,700,469
2158,002159.jpg,/data/meteorite-identification/train_images/002159.jpg,0,keep,,474,361
2159,002160.jpg,/data/meteorite-identification/train_images/002160.jpg,0,keep,,800,600
2160,002161.jpg,/data/meteorite-identification/train_images/002161.jpg,1,keep,,750,515
2161,002162.jpg,/data/meteorite-identification/train_images/002162.jpg,0,keep,,1920,1272
2162,002163.jpg,/data/meteorite-identification/train_images/002163.jpg,0,keep,,1024,680
2163,002164.jpg,/data/meteorite-identification/train_images/002164.jpg,0,keep,,400,400
2164,002165.jpg,/data/meteorite-identification/train_images/002165.jpg,0,keep,,700,638
2165,002166.jpg,/data/meteorite-identification/train_images/002166.jpg,0,keep,,612,408
2166,002167.jpg,/data/meteorite-identification/train_images/002167.jpg,0,keep,,1920,1272
2167,002168.jpg,/data/meteorite-identification/train_images/002168.jpg,0,keep,,1920,1272
2168,002169.jpg,/data/meteorite-identification/train_images/002169.jpg,1,keep,,600,450
2169,002170.jpg,/data/meteorite-identification/train_images/002170.jpg,0,keep,,1920,1280
2170,002171.jpg,/data/meteorite-identification/train_images/002171.jpg,0,keep,,1920,1272
2171,002172.jpg,/data/meteorite-identification/train_images/002172.jpg,0,keep,,296,200
2172,002173.jpg,/data/meteorite-identification/train_images/002173.jpg,0,keep,,1024,832
2173,002174.jpg,/data/meteorite-identification/train_images/002174.jpg,0,keep,,1024,680
2174,002175.jpg,/data/meteorite-identification/train_images/002175.jpg,0,keep,,474,247
2175,002176.jpg,/data/meteorite-identification/train_images/002176.jpg,1,keep,,640,427
2176,002177.jpg,/data/meteorite-identification/train_images/002177.jpg,1,keep,,1080,1440
2177,002178.jpg,/data/meteorite-identification/train_images/002178.jpg,0,keep,,1920,1272
2178,002179.jpg,/data/meteorite-identification/train_images/002179.jpg,1,keep,,893,842
2179,002180.jpg,/data/meteorite-identification/train_images/002180.jpg,1,keep,,1080,1440
2180,002181.jpg,/data/meteorite-identification/train_images/002181.jpg,1,keep,,1080,1440
2181,002182.jpg,/data/meteorite-identification/train_images/002182.jpg,0,keep,,1024,680
2182,002183.jpg,/data/meteorite-identification/train_images/002183.jpg,0,keep,,1920,1272
2183,002184.jpg,/data/meteorite-identification/train_images/002184.jpg,0,keep,,474,326
2184,002185.jpg,/data/meteorite-identification/train_images/002185.jpg,1,keep,,1440,1080
2185,002186.jpg,/data/meteorite-identification/train_images/002186.jpg,1,keep,,1080,1440
2186,002187.jpg,/data/meteorite-identification/train_images/002187.jpg,1,keep,,640,442
2187,002188.jpg,/data/meteorite-identification/train_images/002188.jpg,0,keep,,1920,1272
2188,002189.jpg,/data/meteorite-identification/train_images/002189.jpg,1,keep,,1200,1200
2189,002190.jpg,/data/meteorite-identification/train_images/002190.jpg,0,keep,,474,316
2190,002191.jpg,/data/meteorite-identification/train_images/002191.jpg,1,keep,,798,460
2191,002192.jpg,/data/meteorite-identification/train_images/002192.jpg,0,keep,,500,889
2192,002193.jpg,/data/meteorite-identification/train_images/002193.jpg,0,keep,,189,145
2193,002194.jpg,/data/meteorite-identification/train_images/002194.jpg,1,keep,,800,600
2194,002195.jpg,/data/meteorite-identification/train_images/002195.jpg,1,keep,,900,726
2195,002196.jpg,/data/meteorite-identification/train_images/002196.jpg,1,keep,,800,800
2196,002197.jpg,/data/meteorite-identification/train_images/002197.jpg,0,keep,,1920,1272
2197,002198.jpg,/data/meteorite-identification/train_images/002198.jpg,1,keep,,613,476
2198,002199.jpg,/data/meteorite-identification/train_images/002199.jpg,1,keep,,1080,1440
2199,002200.jpg,/data/meteorite-identification/train_images/002200.jpg,1,keep,,1440,1080
2200,002201.jpg,/data/meteorite-identification/train_images/002201.jpg,0,keep,,1920,1224
2201,002202.jpg,/data/meteorite-identification/train_images/002202.jpg,0,keep,,1920,1280
2202,002203.jpg,/data/meteorite-identification/train_images/002203.jpg,1,keep,,445,480
2203,002204.jpg,/data/meteorite-identification/train_images/002204.jpg,0,keep,,1920,1272
2204,002205.jpg,/data/meteorite-identification/train_images/002205.jpg,1,keep,,500,332
2205,002206.jpg,/data/meteorite-identification/train_images/002206.jpg,1,keep,,600,493
2206,002207.jpg,/data/meteorite-identification/train_images/002207.jpg,1,keep,,800,600
2207,002208.jpg,/data/meteorite-identification/train_images/002208.jpg,1,keep,,640,480
2208,002209.jpg,/data/meteorite-identification/train_images/002209.jpg,1,keep,,493,500
2209,002210.jpg,/data/meteorite-identification/train_images/002210.jpg,0,keep,,1920,1280
2210,002211.jpg,/data/meteorite-identification/train_images/002211.jpg,0,keep,,294,232
2211,002212.jpg,/data/meteorite-identification/train_images/002212.jpg,1,keep,,1080,1440
2212,002213.jpg,/data/meteorite-identification/train_images/002213.jpg,0,keep,,1920,1272
2213,002214.jpg,/data/meteorite-identification/train_images/002214.jpg,1,keep,,1080,1440
2214,002215.jpg,/data/meteorite-identification/train_images/002215.jpg,0,keep,,1920,1272
2215,002216.jpg,/data/meteorite-identification/train_images/002216.jpg,1,keep,,1080,1440
2216,002217.jpg,/data/meteorite-identification/train_images/002217.jpg,0,keep,,1920,1280
2217,002218.jpg,/data/meteorite-identification/train_images/002218.jpg,0,keep,,700,579
2218,002219.jpg,/data/meteorite-identification/train_images/002219.jpg,1,keep,,640,480
2219,002220.jpeg,/data/meteorite-identification/train_images/002220.jpeg,0,keep,,275,183
2220,002221.jpg,/data/meteorite-identification/train_images/002221.jpg,1,keep,,1200,1200
2221,002222.jpg,/data/meteorite-identification/train_images/002222.jpg,1,keep,,782,621
2222,002223.jpg,/data/meteorite-identification/train_images/002223.jpg,0,keep,,207,144
2223,002224.jpg,/data/meteorite-identification/train_images/002224.jpg,0,keep,,612,357
2224,002225.jpg,/data/meteorite-identification/train_images/002225.jpg,1,keep,,1080,1440
2225,002226.jpg,/data/meteorite-identification/train_images/002226.jpg,0,keep,,1024,680
2226,002227.jpg,/data/meteorite-identification/train_images/002227.jpg,0,keep,,864,578
2227,002228.jpg,/data/meteorite-identification/train_images/002228.jpg,0,keep,,1920,1272
2228,002229.jpg,/data/meteorite-identification/train_images/002229.jpg,1,keep,,450,366
2229,002230.jpg,/data/meteorite-identification/train_images/002230.jpg,1,keep,,3072,2304
2230,002231.jpg,/data/meteorite-identification/train_images/002231.jpg,0,keep,,800,533
2231,002232.jpg,/data/meteorite-identification/train_images/002232.jpg,0,keep,,356,249
2232,002233.jpg,/data/meteorite-identification/train_images/002233.jpg,0,keep,,1024,648
2233,002234.jpg,/data/meteorite-identification/train_images/002234.jpg,1,keep,,1080,1440
2234,002235.jpg,/data/meteorite-identification/train_images/002235.jpg,1,keep,,592,480
2235,002236.jpg,/data/meteorite-identification/train_images/002236.jpg,1,keep,,800,539
2236,002237.jpg,/data/meteorite-identification/train_images/002237.jpg,1,keep,,600,450
2237,002238.jpg,/data/meteorite-identification/train_images/002238.jpg,0,keep,,263,180
2238,002239.jpg,/data/meteorite-identification/train_images/002239.jpg,0,keep,,379,252
2239,002240.jpg,/data/meteorite-identification/train_images/002240.jpg,1,keep,,1080,1440
2240,002241.jpg,/data/meteorite-identification/train_images/002241.jpg,1,keep,,799,599
2241,002242.jpg,/data/meteorite-identification/train_images/002242.jpg,1,keep,,800,800
2242,002243.jpg,/data/meteorite-identification/train_images/002243.jpg,1,keep,,800,600
2243,002244.jpg,/data/meteorite-identification/train_images/002244.jpg,0,keep,,1024,680
2244,002245.jpg,/data/meteorite-identification/train_images/002245.jpg,1,keep,,700,525
2245,002246.jpg,/data/meteorite-identification/train_images/002246.jpg,0,keep,,1024,680
2246,002247.jpg,/data/meteorite-identification/train_images/002247.jpg,0,keep,,1920,1272
2247,002248.jpg,/data/meteorite-identification/train_images/002248.jpg,1,keep,,799,532
2248,002249.jpg,/data/meteorite-identification/train_images/002249.jpg,1,keep,,1080,1440
2249,002250.jpg,/data/meteorite-identification/train_images/002250.jpg,1,keep,,398,298
2250,002251.jpg,/data/meteorite-identification/train_images/002251.jpg,0,keep,,380,285
2251,002252.jpg,/data/meteorite-identification/train_images/002252.jpg,1,keep,,750,562
2252,002253.jpg,/data/meteorite-identification/train_images/002253.jpg,1,keep,,410,480
2253,002254.jpg,/data/meteorite-identification/train_images/002254.jpg,0,keep,,250,250
2254,002255.jpg,/data/meteorite-identification/train_images/002255.jpg,1,keep,,500,327
2255,002256.jpg,/data/meteorite-identification/train_images/002256.jpg,0,keep,,474,373
2256,002257.jpg,/data/meteorite-identification/train_images/002257.jpg,0,keep,,1920,1272
2257,002258.jpg,/data/meteorite-identification/train_images/002258.jpg,0,keep,,1920,1272
2258,002259.jpg,/data/meteorite-identification/train_images/002259.jpg,1,keep,,492,368
2259,002260.jpg,/data/meteorite-identification/train_images/002260.jpg,0,keep,,1920,1272
2260,002261.jpg,/data/meteorite-identification/train_images/002261.jpg,1,keep,,800,534
2261,002262.jpg,/data/meteorite-identification/train_images/002262.jpg,1,keep,,1280,1280
2262,002263.jpg,/data/meteorite-identification/train_images/002263.jpg,1,keep,,800,800
2263,002264.jpg,/data/meteorite-identification/train_images/002264.jpg,0,keep,,1496,1120
2264,002265.jpg,/data/meteorite-identification/train_images/002265.jpg,0,keep,,3024,3024
2265,002266.jpg,/data/meteorite-identification/train_images/002266.jpg,0,keep,,1920,1272
2266,002267.jpg,/data/meteorite-identification/train_images/002267.jpg,1,keep,,1440,1080
2267,002268.jpg,/data/meteorite-identification/train_images/002268.jpg,0,keep,,4032,3024
2268,002269.jpg,/data/meteorite-identification/train_images/002269.jpg,0,keep,,1024,768
2269,002270.jpg,/data/meteorite-identification/train_images/002270.jpg,0,keep,,1024,680
2270,002271.jpg,/data/meteorite-identification/train_images/002271.jpg,1,keep,,1080,1440
2271,002272.jpg,/data/meteorite-identification/train_images/002272.jpg,0,keep,,252,194
2272,002273.jpg,/data/meteorite-identification/train_images/002273.jpg,1,drop,too_large(>4096),4896,3672
2273,002274.jpg,/data/meteorite-identification/train_images/002274.jpg,0,keep,,1920,1272
2274,002275.jpg,/data/meteorite-identification/train_images/002275.jpg,0,keep,,1920,1280
2275,002276.jpg,/data/meteorite-identification/train_images/002276.jpg,0,keep,,1440,1920
2276,002277.jpg,/data/meteorite-identification/train_images/002277.jpg,1,keep,,1080,1440
2277,002278.jpg,/data/meteorite-identification/train_images/002278.jpg,1,keep,,800,800
2278,002279.jpg,/data/meteorite-identification/train_images/002279.jpg,0,keep,,700,549
2279,002280.jpg,/data/meteorite-identification/train_images/002280.jpg,0,keep,,1920,1272
2280,002281.jpg,/data/meteorite-identification/train_images/002281.jpg,0,keep,,393,264
2281,002282.jpg,/data/meteorite-identification/train_images/002282.jpg,1,keep,,800,616
2282,002283.jpg,/data/meteorite-identification/train_images/002283.jpg,1,keep,,960,638
2283,002284.jpg,/data/meteorite-identification/train_images/002284.jpg,1,keep,,1440,1080
2284,002285.jpg,/data/meteorite-identification/train_images/002285.jpg,1,keep,,750,562
2285,002286.jpg,/data/meteorite-identification/train_images/002286.jpg,1,keep,,1080,1440
2286,002287.jpg,/data/meteorite-identification/train_images/002287.jpg,0,keep,,1920,1272
2287,002288.jpg,/data/meteorite-identification/train_images/002288.jpg,1,keep,,800,800
2288,002289.jpg,/data/meteorite-identification/train_images/002289.jpg,0,keep,,1024,680
2289,002290.jpg,/data/meteorite-identification/train_images/002290.jpg,0,keep,,245,173
2290,002291.jpg,/data/meteorite-identification/train_images/002291.jpg,0,keep,,1600,1200
2291,002292.jpg,/data/meteorite-identification/train_images/002292.jpg,0,keep,,500,500
2292,002293.jpg,/data/meteorite-identification/train_images/002293.jpg,1,keep,,640,480
2293,002294.jpg,/data/meteorite-identification/train_images/002294.jpg,0,keep,,1920,1272
2294,002295.jpg,/data/meteorite-identification/train_images/002295.jpg,1,keep,,1080,1440
2295,002296.jpg,/data/meteorite-identification/train_images/002296.jpg,0,keep,,1024,680
2296,002297.jpg,/data/meteorite-identification/train_images/002297.jpg,1,keep,,1080,1440
2297,002298.jpg,/data/meteorite-identification/train_images/002298.jpg,1,keep,,640,427
2298,002299.jpg,/data/meteorite-identification/train_images/002299.jpg,0,keep,,1920,1760
2299,002300.jpg,/data/meteorite-identification/train_images/002300.jpg,0,keep,,1920,1272
2300,002301.jpg,/data/meteorite-identification/train_images/002301.jpg,1,keep,,800,800
2301,002302.jpg,/data/meteorite-identification/train_images/002302.jpg,1,keep,,1080,1440
2302,002303.jpg,/data/meteorite-identification/train_images/002303.jpg,0,keep,,1024,680
2303,002304.jpg,/data/meteorite-identification/train_images/002304.jpg,1,drop,too_large(>4096),4896,3672
2304,002305.jpg,/data/meteorite-identification/train_images/002305.jpg,0,keep,,1920,1272
2305,002306.jpg,/data/meteorite-identification/train_images/002306.jpg,1,keep,,3264,2448
2306,002307.jpg,/data/meteorite-identification/train_images/002307.jpg,0,keep,,1920,1272
2307,002308.jpg,/data/meteorite-identification/train_images/002308.jpg,1,keep,,800,600
2308,002309.jpg,/data/meteorite-identification/train_images/002309.jpg,0,keep,,1728,1296
2309,002310.jpg,/data/meteorite-identification/train_images/002310.jpg,1,keep,,800,800
2310,002311.jpg,/data/meteorite-identification/train_images/002311.jpg,1,keep,,1024,680
2311,002312.jpg,/data/meteorite-identification/train_images/002312.jpg,1,keep,,1080,1440
2312,002313.jpg,/data/meteorite-identification/train_images/002313.jpg,1,keep,,1440,1080
2313,002314.jpg,/data/meteorite-identification/train_images/002314.jpg,1,keep,,640,480
2314,002315.jpg,/data/meteorite-identification/train_images/002315.jpg,1,keep,,1080,1440
2315,002316.jpg,/data/meteorite-identification/train_images/002316.jpg,1,keep,,400,240
2316,002317.jpg,/data/meteorite-identification/train_images/002317.jpg,0,keep,,1024,680
2317,002318.jpg,/data/meteorite-identification/train_images/002318.jpg,0,keep,,1920,1936
2318,002319.jpg,/data/meteorite-identification/train_images/002319.jpg,0,keep,,259,194
2319,002320.jpg,/data/meteorite-identification/train_images/002320.jpg,0,keep,,285,193
2320,002321.jpg,/data/meteorite-identification/train_images/002321.jpg,0,keep,,1000,744
2321,002322.jpg,/data/meteorite-identification/train_images/002322.jpg,0,keep,,1024,680
2322,002323.jpg,/data/meteorite-identification/train_images/002323.jpg,1,keep,,1080,1440
2323,002324.jpg,/data/meteorite-identification/train_images/002324.jpg,1,keep,,800,800
2324,002325.jpg,/data/meteorite-identification/train_images/002325.jpg,0,keep,,228,184
2325,002326.jpg,/data/meteorite-identification/train_images/002326.jpg,1,keep,,600,379
2326,002327.jpg,/data/meteorite-identification/train_images/002327.jpg,1,keep,,705,671
2327,002328.jpg,/data/meteorite-identification/train_images/002328.jpg,0,keep,,1920,1272
2328,002329.jpg,/data/meteorite-identification/train_images/002329.jpg,0,keep,,1024,680
2329,002330.jpg,/data/meteorite-identification/train_images/002330.jpg,1,keep,,500,375
2330,002331.jpg,/data/meteorite-identification/train_images/002331.jpg,0,keep,,1920,1272
2331,002332.jpg,/data/meteorite-identification/train_images/002332.jpg,1,drop,too_large(>4096),4896,3672
2332,002333.jpg,/data/meteorite-identification/train_images/002333.jpg,1,keep,,1440,1080
2333,002334.jpg,/data/meteorite-identification/train_images/002334.jpg,1,keep,,1080,1440
2334,002335.jpg,/data/meteorite-identification/train_images/002335.jpg,1,keep,,1440,1080
2335,002336.jpg,/data/meteorite-identification/train_images/002336.jpg,1,keep,,800,800
2336,002337.jpg,/data/meteorite-identification/train_images/002337.jpg,1,keep,,800,600
2337,002338.jpg,/data/meteorite-identification/train_images/002338.jpg,0,keep,,474,426
2338,002339.jpg,/data/meteorite-identification/train_images/002339.jpg,1,keep,,450,329
2339,002340.jpg,/data/meteorite-identification/train_images/002340.jpg,1,keep,,800,800
2340,002341.jpg,/data/meteorite-identification/train_images/002341.jpg,1,keep,,800,629
2341,002342.jpg,/data/meteorite-identification/train_images/002342.jpg,1,keep,,550,415
2342,002343.jpg,/data/meteorite-identification/train_images/002343.jpg,0,keep,,1024,768
2343,002344.jpg,/data/meteorite-identification/train_images/002344.jpg,1,keep,,1000,558
2344,002345.jpg,/data/meteorite-identification/train_images/002345.jpg,1,keep,,800,800
2345,002346.jpg,/data/meteorite-identification/train_images/002346.jpg,0,keep,,1920,1272
2346,002347.jpg,/data/meteorite-identification/train_images/002347.jpg,0,keep,,1920,1272
2347,002348.jpg,/data/meteorite-identification/train_images/002348.jpg,1,keep,,1080,1440
2348,002349.jpg,/data/meteorite-identification/train_images/002349.jpg,1,keep,,800,600
2349,002350.jpg,/data/meteorite-identification/train_images/002350.jpg,0,keep,,416,416
2350,002351.jpg,/data/meteorite-identification/train_images/002351.jpg,0,keep,,1024,768
2351,002352.jpg,/data/meteorite-identification/train_images/002352.jpg,1,keep,,800,800
2352,002353.jpg,/data/meteorite-identification/train_images/002353.jpg,1,keep,,1080,1440
2353,002354.jpg,/data/meteorite-identification/train_images/002354.jpg,1,keep,,800,600
2354,002355.jpg,/data/meteorite-identification/train_images/002355.jpg,0,keep,,1920,1272
2355,002356.jpeg,/data/meteorite-identification/train_images/002356.jpeg,0,keep,,533,400
2356,002357.jpg,/data/meteorite-identification/train_images/002357.jpg,0,keep,,1920,1272
2357,002358.jpg,/data/meteorite-identification/train_images/002358.jpg,1,keep,,1080,1440
2358,002359.jpg,/data/meteorite-identification/train_images/002359.jpg,0,keep,,1024,680
2359,002360.jpg,/data/meteorite-identification/train_images/002360.jpg,1,keep,,3264,2448
2360,002361.jpg,/data/meteorite-identification/train_images/002361.jpg,0,keep,,256,260
2361,002362.jpg,/data/meteorite-identification/train_images/002362.jpg,1,keep,,3264,2448
2362,002363.jpg,/data/meteorite-identification/train_images/002363.jpg,0,keep,,474,353
2363,002364.jpg,/data/meteorite-identification/train_images/002364.jpg,1,keep,,900,544
2364,002365.jpg,/data/meteorite-identification/train_images/002365.jpg,0,keep,,1920,1272
2365,002366.jpg,/data/meteorite-identification/train_images/002366.jpg,0,keep,,612,408
2366,002367.jpg,/data/meteorite-identification/train_images/002367.jpg,1,keep,,800,800
2367,002368.jpg,/data/meteorite-identification/train_images/002368.jpg,1,keep,,2400,1800
2368,002369.jpg,/data/meteorite-identification/train_images/002369.jpg,0,keep,,1920,1272
2369,002370.jpg,/data/meteorite-identification/train_images/002370.jpg,1,keep,,800,600
2370,002371.jpg,/data/meteorite-identification/train_images/002371.jpg,1,keep,,640,480
2371,002372.jpg,/data/meteorite-identification/train_images/002372.jpg,1,keep,,500,354
2372,002373.jpg,/data/meteorite-identification/train_images/002373.jpg,0,keep,,1920,1280
2373,002374.jpg,/data/meteorite-identification/train_images/002374.jpg,0,keep,,474,474
2374,002375.jpg,/data/meteorite-identification/train_images/002375.jpg,0,keep,,658,553
2375,002376.jpg,/data/meteorite-identification/train_images/002376.jpg,0,keep,,251,201
2376,002377.jpg,/data/meteorite-identification/train_images/002377.jpg,1,keep,,3264,2448
2377,002378.jpg,/data/meteorite-identification/train_images/002378.jpg,1,keep,,267,211
2378,002379.jpg,/data/meteorite-identification/train_images/002379.jpg,1,keep,,600,400
2379,002380.jpg,/data/meteorite-identification/train_images/002380.jpg,1,keep,,1080,1440
2380,002381.jpg,/data/meteorite-identification/train_images/002381.jpg,0,keep,,259,194
2381,002382.jpg,/data/meteorite-identification/train_images/002382.jpg,1,keep,,800,800
2382,002383.jpg,/data/meteorite-identification/train_images/002383.jpg,0,keep,,1920,1280
2383,002384.jpg,/data/meteorite-identification/train_images/002384.jpg,1,keep,,800,800
2384,002385.jpg,/data/meteorite-identification/train_images/002385.jpg,0,keep,,474,469
2385,002386.jpg,/data/meteorite-identification/train_images/002386.jpg,1,keep,,1080,1440
2386,002387.jpg,/data/meteorite-identification/train_images/002387.jpg,1,keep,,1080,1440
2387,002388.jpg,/data/meteorite-identification/train_images/002388.jpg,1,keep,,1080,1440
2388,002389.jpg,/data/meteorite-identification/train_images/002389.jpg,0,keep,,1920,1272
2389,002390.jpg,/data/meteorite-identification/train_images/002390.jpg,1,keep,,1080,1440
2390,002391.jpg,/data/meteorite-identification/train_images/002391.jpg,1,keep,,619,429
2391,002392.jpg,/data/meteorite-identification/train_images/002392.jpg,0,keep,,700,623
2392,002393.jpg,/data/meteorite-identification/train_images/002393.jpg,1,keep,,800,800
2393,002394.jpg,/data/meteorite-identification/train_images/002394.jpg,1,keep,,640,480
2394,002395.jpg,/data/meteorite-identification/train_images/002395.jpg,1,keep,,1080,1440
2395,002396.jpg,/data/meteorite-identification/train_images/002396.jpg,0,keep,,1920,1272
2396,002397.jpg,/data/meteorite-identification/train_images/002397.jpg,1,keep,,623,592
2397,002398.jpg,/data/meteorite-identification/train_images/002398.jpg,1,keep,,1080,1440
2398,002399.jpg,/data/meteorite-identification/train_images/002399.jpg,0,keep,,1024,680
2399,002400.jpg,/data/meteorite-identification/train_images/002400.jpg,0,keep,,1920,1272
2400,002401.jpg,/data/meteorite-identification/train_images/002401.jpg,1,keep,,800,600
2401,002402.jpg,/data/meteorite-identification/train_images/002402.jpg,0,keep,,1920,1272
2402,002403.jpg,/data/meteorite-identification/train_images/002403.jpg,1,keep,,1080,1440
2403,002404.jpg,/data/meteorite-identification/train_images/002404.jpg,1,keep,,3264,2448
2404,002405.jpg,/data/meteorite-identification/train_images/002405.jpg,0,keep,,1024,680
2405,002406.jpg,/data/meteorite-identification/train_images/002406.jpg,0,keep,,1920,1440
2406,002407.jpg,/data/meteorite-identification/train_images/002407.jpg,0,keep,,474,392
2407,002408.jpg,/data/meteorite-identification/train_images/002408.jpg,1,keep,,800,600
2408,002409.jpg,/data/meteorite-identification/train_images/002409.jpg,0,keep,,612,408
2409,002410.jpg,/data/meteorite-identification/train_images/002410.jpg,0,keep,,1024,680
2410,002411.jpg,/data/meteorite-identification/train_images/002411.jpg,1,keep,,1080,1440
2411,002412.jpg,/data/meteorite-identification/train_images/002412.jpg,0,keep,,1920,1272
